variable_name,description,datatype,Digest (variable_name|source_file|source_directory),survey_name,survey_version,label,required,value_constraints,Channel,seeAlso,question_id,units,unique,CDE,form_name,Concept,Comment,section_header,ui,field_note,pattern,min,max,branching_logic,Custom Alignment,Matrix Group Name,CDE Reference,Value Set,Dependent Fields,source_file,source_directory,categories
abnormal_protein,,,508125dc23ac29635a858cc05dc41814b154a0b1c4216d0a91f6e4ff011114eca99a3481e8ba888b8dcfc4ae1b4a1348dc82e0714eb55d85d16e23ea901ae265,,,CSF Protein,,"1, Yes | 0, No | 98, Don't know | 99, Prefer not to answer",,,,,,,tier2_ped,,,Any labs repeated during admission that were more abnormal than initial values?,radio,,,,,[lab_tests_performed]='1',,lab_tests_abnormal,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,csf protein
abnormal_pt,,,3d41be5ebae0e82b561235f26eee6f371a0d7c495df5bfe27c0fdd01593849894297ac3084df82297be9904a7ad3d59b9161c77a92aa6fd9ca5a57e4d8a71318,,,Prothrombin time (PT),,"1, Yes | 0, No | 98, Don't know | 99, Prefer not to answer",,,,,,,tier2_ped,,,Any labs repeated during admission that were more abnormal than initial values?,radio,,,,,[lab_tests_performed]='1',,lab_tests_abnormal,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"prothrombin time,pt"
abnormal_rbc,,,7519d8dbf6ccc3b0a441e43bdb0a5b4a5e694dd0cbfd6fa9de9381d48e6e9fa7b664d5575c263c5c3fea514fcd5612430df089aac6fa23a76ffe76c0fbe5bf53,,,CSF red blood cell count (RBC),,"1, Yes | 0, No | 98, Don't know | 99, Prefer not to answer",,,,,,,tier2_ped,,,Any labs repeated during admission that were more abnormal than initial values?,radio,,,,,[lab_tests_performed]='1',,lab_tests_abnormal,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"csf,red blood cell count,rbc"
abnormal_specify,,,13b1032506b9c03caa80ae48ed8b4cfaa5bcd1b60b52898e4f35ec5d9ffdf0388546af231b7f2d1272c6effa419a8a6552e94c9cc9257e0d6fa11ba467877e3e,,,Specify,,,,,,,,,tier2_ped,,,Any labs repeated during admission that were more abnormal than initial values?,text,,,,,[abnormal_other] = '1' and [lab_tests_performed]='1',,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,
abnormality_detail,,,b22b0c6eebabf4f804254a0aad7dd53765e44b8daf30bc78ea6bd14cc934389cc4bfb1f88c09612816aa71784f91564f9a6a8f5af013b8ebf70fbb7445f57a1c,,,What type of abnormalities were detected?,,"1, Abnormal function | 2, Pericardial effusion | 3, Coronary artery abnormalities | 4, Other | 99, Prefer not to answer",,,,,,,tier2_ped,,,Cardiopulmonary Diagnostic Assessments,radio,,,,,[cardio_assessment] = '1',,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"type,abnormality"
about you confirmation submission date_deid,"Number of days from day of Consent when Participant completed survey forms ""About You""",integer,c86abcc57dc1ed76fa400673415f1453e65038a42e6552ee76a0c36acd592cb38b13fb76c80fc5435a459b75354e5b7dad21752059f97186d6fa8778936f3d7d,,,,false,De-identified Value in Days,,,,days,,,,,,,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,"participant,consent,survey form,day"
access_doctor,,select one,08180f115129efca1568de733eed6baaac00942d29f0d09dfdb9fcff2af9f364a9d9a5708c4f0409cd2f9a84aa673f46a81296a8cb2db49c7fd187d598e9821a,Weekly COVID-19 Citizen Science Survey 4,9,Do you know how to get an appointment to talk with a doctor or healthcare provider?,true,Yes;No;I don't know,,,,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Weekly COVID-19 Citizen Science Survey 4.csv,RADx-DHT,"appointment,healthcare provider,doctor"
access_doctor,,select one,30fe8a143608e34e0c8ad3f540440655dc37878f91b3483860ed23ffd04f162200f5d1f2921fe2b3bd705a12039e54ae4c714b5f03c7eca2544d621c84bd488f,Weekly COVID-19 Citizen Science Survey,10,Do you know how to get an appointment to talk with a doctor or healthcare provider?,true,Yes;No;I don't know,,,,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Weekly COVID-19 Citizen Science Survey.csv,RADx-DHT,"appointment,healthcare provider,doctor"
access_doctor,,select one,3ef2913211167d5f9c93c68913cc65ffa4ef4b50ba5739fd3d8c2670f3127197823986280dd32b822e75df09788cf555126e7cba8303bffc1d00211e7b598669,Weekly COVID-19 Citizen Science Survey 2,9,Do you know how to get an appointment to talk with a doctor or healthcare provider?,true,Yes;No;I don't know,,,,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Weekly COVID-19 Citizen Science Survey 2.csv,RADx-DHT,"appointment,healthcare provider,doctor"
access_doctor,,select one,7a918c04ee720d6fd900077967d7c02a63d9cf9c2de6b1ec3fa23e99fe0e25d4c849053667a58cfef73926d5d70b029f44924a96546b4139d75f56336c44a16f,Weekly COVID-19 Citizen Science Survey 3,9,Do you know how to get an appointment to talk with a doctor or healthcare provider?,true,Yes;No;I don't know,,,,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Weekly COVID-19 Citizen Science Survey 3.csv,RADx-DHT,"appointment,healthcare provider,doctor"
"accuracy, precision, and recovery",,,6ad70e270c0ae3dd075f0f41a92ed185e9c916e1c34aaf324a932e31076097392b52c13560c6176c70c8f344c0476b4652fca3ec374fda7d8c8edf0ad3678fcf,,,,,,,,,,,,,,,Accuracy is accounted for through specificity and sensitivity - how about precision?,,,,,,,,,,,,Performance_Metrics_Data_Element_Template_v000.xlsx [RADxrad_Data_Element_Template_v].csv,RADx-rad,
active_kilocalories,"Original Source name (if applicable): `activeKilocalories`.

Garmin documenention:

 Active kilocalories (dietary calories) burned through actual movement and activity during the monitoring period.
",number,e60de6884f2272ff69d73b09b3004530f66d9cb91a97713a64a202a013ca9046daee5b2f835f1d451822cdc2e934786b2683d797992d89941e9db6a869483c85,,,,,,,,,,,,,,,,,,,,,,,,,,,activity__garmin_activities_origcopy.csv,RADx-DHT,"dietary calorie,activekilocalorie,active kilocalorie,activity,garmin documenention"
active_result,,select one,3088b0063f909c93ad40e95871beaa114974cc295b83910e44fe0b9f46a301d04995a26136c54a3682571cc2c6c668091963e8a1fc670ea294d6634599d5d7ac,Weekly COVID-19 Citizen Science Survey 3,9,Do you know the result of your test for active COVID-19 infection (virus)?,true,"Yes, I was positive (the novel coronavirus WAS detected);Yes, I was negative (the novel coronavirus was NOT detected);Yes, the test was inconclusive;No, not yet",,,,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Weekly COVID-19 Citizen Science Survey 3.csv,RADx-DHT,"result,test,virus"
active_result,,select one,3fa71a6721caff75b8b64c0eaa17b0b8c1644d4bec414318eeb085a874b5fead13b4b3228ef013710cf4ab1ee6e8aba32a4363cca88328df8546cb639a2a7bc9,Baseline Survey,7,Do you know the result of your test for active COVID-19 infection (virus)?,true,"Yes, I was positive (the novel coronavirus WAS detected);Yes, I was negative (the novel coronavirus was NOT detected);Yes, the test was inconclusive;No, not yet",,,,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Baseline Survey.csv,RADx-DHT,"result,test,virus"
active_result,,select one,5ef54be3ad3de1d0f2edc18a1f8b526d40ab368b57710fccc1c8b035d11592ac61adf7fbd9bb891ccc50782b0178ed2cad3746fd354bd955772086b4bb5132d5,Weekly COVID-19 Citizen Science Survey 2,9,Do you know the result of your test for active COVID-19 infection (virus)?,true,"Yes, I was positive (the novel coronavirus WAS detected);Yes, I was negative (the novel coronavirus was NOT detected);Yes, the test was inconclusive;No, not yet",,,,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Weekly COVID-19 Citizen Science Survey 2.csv,RADx-DHT,"result,test,virus"
active_result,,select one,a799958395326078598898ae9f87d008823bd55249692b49a053a2f14b8746bbcc8d49dc1b07823c8653c5b1f0218600d1f492f5491b855ee45ac4691c3b652b,Weekly COVID-19 Citizen Science Survey,10,Do you know the result of your test for active COVID-19 infection (virus)?,true,"Yes, I was positive (the novel coronavirus WAS detected);Yes, I was negative (the novel coronavirus was NOT detected);Yes, the test was inconclusive;No, not yet",,,,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Weekly COVID-19 Citizen Science Survey.csv,RADx-DHT,"result,test,virus"
active_result,,select one,c1e854a2617e7f0e728bac0619361adcb16157c67d8f4ae47b7649fb66b70c7a60a37f3adc6f3bfe407098424e9ce7fbdf9d751f0630ca59b641a9c33ecc163b,Weekly COVID-19 Citizen Science Survey 4,9,Do you know the result of your test for active COVID-19 infection (virus)?,true,"Yes, I was positive (the novel coronavirus WAS detected);Yes, I was negative (the novel coronavirus was NOT detected);Yes, the test was inconclusive;No, not yet",,,,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Weekly COVID-19 Citizen Science Survey 4.csv,RADx-DHT,"result,test,virus"
active_result_date,,date,4f6ed5cfc5a9eaff5694f16822e0d2cad1c7850fd9523fae38036beb25e7a6219f9f3ab8616a6412a52d2a69398cab8eeaced8b4ba9690b31b01992a751c05ff,Weekly COVID-19 Citizen Science Survey 3,9,WHEN DID YOU GET THE RESULTS from your test for active COVID-19 infection (virus)? (It's okay to guess if you are unsure).,true,Date,,,,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Weekly COVID-19 Citizen Science Survey 3.csv,RADx-DHT,"result,test,virus"
active_result_date,,date,bc726df410f208ee9700038be0e4f253f88aaed4d3d3506fa70db406862bf32c773c83dff730e37b1fdbeb94aea16284e148e98cff13d554863811c712cc7187,Weekly COVID-19 Citizen Science Survey,10,WHEN DID YOU GET THE RESULTS from your test for active COVID-19 infection (virus)? (It's okay to guess if you are unsure).,true,Date,,,,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Weekly COVID-19 Citizen Science Survey.csv,RADx-DHT,"result,test,virus"
active_result_date,,date,d0c937e0b3dd0ae5da20d5d02ecbc825b47c89e92f2b9bacc9afb880ca633c24cff36f3323ccf41e4398b9d77d233acc176e927349696b133c3d7b340fe6c32a,Weekly COVID-19 Citizen Science Survey 2,9,WHEN DID YOU GET THE RESULTS from your test for active COVID-19 infection (virus)? (It's okay to guess if you are unsure).,true,Date,,,,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Weekly COVID-19 Citizen Science Survey 2.csv,RADx-DHT,"result,test,virus"
active_result_date,,date,f907f72ef2f2d16629bbd2eb3513efb2b6f3c85438d6bddc97d1bb485d6b359792e1759ab3223f25bb12d15df6629dbe8b738188e535902718c8e28ee5e1b0b5,Weekly COVID-19 Citizen Science Survey 4,9,WHEN DID YOU GET THE RESULTS from your test for active COVID-19 infection (virus)? (It's okay to guess if you are unsure).,true,Date,,,,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Weekly COVID-19 Citizen Science Survey 4.csv,RADx-DHT,"result,test,virus"
active_test_date,,date,005f506d7e40d7b4d62b3b4405cbd9af8e57482fa64822ef69c53f817caebac6f55e57d0433cce5207f293af3ab7a06eb7da1e01a64ae9887c8dde0f42b86311,Weekly COVID-19 Citizen Science Survey 3,9,WHEN DID YOU TAKE THE TEST for active COVID-19 infection (virus) for which you received the results this week? (It's okay to guess if you are unsure.),true,Date,,,,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Weekly COVID-19 Citizen Science Survey 3.csv,RADx-DHT,"result,test,week,virus"
active_test_date,,date,7b30703b079d2b23739d77011b04abef06af3de6222dd42262e1c501e1c5d12d468e57e7b9287a9da3bc2ed39add4043739afb2f4b33205a6f4f6e4dedc60f64,Weekly COVID-19 Citizen Science Survey 4,9,WHEN DID YOU TAKE THE TEST for active COVID-19 infection (virus) for which you received the results this week? (It's okay to guess if you are unsure.),true,Date,,,,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Weekly COVID-19 Citizen Science Survey 4.csv,RADx-DHT,"result,test,week,virus"
active_test_date,,date,bb9b39cd8e1424305b8bcd5fd29e6dc880c9582b8c50755920d147a0fbf90a7c2f1d0d290f086859b46e69ca35f6947ec643dabbdf22a8842006db6adefe513b,Weekly COVID-19 Citizen Science Survey,10,WHEN DID YOU TAKE THE TEST for active COVID-19 infection (virus) for which you received the results this week? (It's okay to guess if you are unsure.),true,Date,,,,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Weekly COVID-19 Citizen Science Survey.csv,RADx-DHT,"result,test,week,virus"
active_test_date,,date,bc40af871d47484ef2ee640d3cee6e3b93975a13fc556c6fe54fbe861ee7af763d4cc8a876bc22f3bda69d452c249e562e5d907d6d4dad7b674f39fae90f2fa4,Weekly COVID-19 Citizen Science Survey 2,9,WHEN DID YOU TAKE THE TEST for active COVID-19 infection (virus) for which you received the results this week? (It's okay to guess if you are unsure.),true,Date,,,,,,,,,,,,,,,,,,,,,,survey_data_dictionary_origcopy.csv - Weekly COVID-19 Citizen Science Survey 2.csv,RADx-DHT,"result,test,week,virus"
activeduration,The amount of time spent in activity recording,long,fe529b6add40f6ab65826a64f94888726fc4724f4f57fdfe20697efefd2d17508ee0d0b22f84dd3c1dbc2c11d71685aa75f94da1933b6315ebb5b7f0954c8ea8,,,,,,,https://dev.fitbit.com/build/reference/web-api/activity/,,,,,,,,,,,,,,,,,,,,data_dictionary.xlsx [Fitbit Activity Records].csv,RADx-DHT,"activity recording,time"
activekilocalories,Active kilocalories (dietary calories) burned during the monitoring period.  This includes only the calories burned by the activity and not calories burned as part of the basal metabolic rate (BMR).,long,a5ef247dfd75406b698dfc4af25f0bf61d01a5da40ebfaa378baf128803f28f787e7e220106776c0e039e6aa3f4f375b714b0d923c1ac8f052e3098cc1937849,,,,,,,,,,,,,,,,,,,,,,,,,,,data_dictionary.xlsx [Garmin Intraday Steps].csv,RADx-DHT,"monitoring period,dietary calorie,active kilocalorie,calorie,basal metabolic rate"
activekilocalories,Active kilocalories (dietary calories) burned through actual movement and activity during the monitoring period.,double,c38091bcee7e7ed202558304c75dd55adb4db7b8a436726cae7161080d94a19deab762d1f413e91edd949f7ef871089b9cb02184b7568f90d3de275956a9c604,,,,,,,,,,,,,,,,,,,,,,,,,,,data_dictionary.xlsx [Garmin Intraday Dailies (Heart ].csv,RADx-DHT,"monitoring period,dietary calorie,actual movement,active kilocalorie,activity"
activetimeinseconds,Portion of the monitoring period (in seconds) in which the device wearer was active for this activity type. The sum of active times of all epochs of the same start time (and different activity types) should be equal to the duration.,long,a5831e884bcbe2c2f9e9a72f966ad17b1f9781cbcf839a5a1d5e3ca575aa7859a5813c8507557e0383e8f7ad53d7e6f1be024a50e88352d277d9983737e65fbe,,,,,,,,,,,,,,,,,,,,,,,,,,,data_dictionary.xlsx [Garmin Intraday Steps].csv,RADx-DHT,"monitoring period,active time,device wearer,activity type,duration"
activetimeinseconds,Portion of the monitoring period (in seconds) in which the device wearer was considered Active. This relies on heuristics internal to each device.,double,5b3842f7e9b7879ee8ee0b91d6dd542c40f06718aeb0219ee602008e3183c624766b7ba8b2b6cce30cd1d931ed94e20bce5e1e6d2b39f1bb69d86c627d5a3ba2,,,,,,,,,,,,,,,,,,,,,,,,,,,data_dictionary.xlsx [Garmin Intraday Dailies (Heart ].csv,RADx-DHT,"monitoring period,heuristic,second,device wearer,device"
activezoneminutes.minutesinheartratezones[array].minutemultiplier,Credit given for specific Active Zone where participants are given 2x Active Zone Minutes for time spent in your cardio or peak heart rate zone,long,325008ae0c16cfbebf0faac726fa6e92fe18b8f029c6904e092553d207f7738cf1e8fe28938fb89cbaf0f6e44766b2ab05c77fea8fbc67ff40ccfe255311178e,,,,,,,https://dev.fitbit.com/build/reference/web-api/activity/,,,,,,,,,,,,,,,,,,,,data_dictionary.xlsx [Fitbit Activity Records].csv,RADx-DHT,"cardio,peak heart rate zone,credit,specific active zone,2x active zone minute"
activezoneminutes.minutesinheartratezones[array].minutes,Total Minutes within specific activity zone in Active Zone Minutes array,long,48ed5285a353554a455f719e7173cca179d3fc0247733f0730480c4dbb315ac915d71e3c004c4fd886a3c14e16d6ff909f80155bfd7ae48e1cbec132cda352f9,,,,,,,https://dev.fitbit.com/build/reference/web-api/activity/,,,,,,,,,,,,,,,,,,,,data_dictionary.xlsx [Fitbit Activity Records].csv,RADx-DHT,"total minute,specific activity zone,active zone minute array"
activezoneminutes.minutesinheartratezones[array].order,"Integer corresponding to Heart Rate Zone category for Active Zone Minutes array: {
        0: 'OUT_OF_ZONE',
        1: 'FAT_BURN',
        2: 'CARDIO',
        3: 'PEAK',
}",long,ccc49a899125b70bca69d9c2dc4edff5911db7e5c60f3a93d90f4741e93218cb477568ec203435a333aa9c004ba0a4f0ef30642d34e6792f3e8d87e65921b4e2,,,,,,,https://dev.fitbit.com/build/reference/web-api/activity/,,,,,,,,,,,,,,,,,,,,data_dictionary.xlsx [Fitbit Activity Records].csv,RADx-DHT,"active zone minute array,out_of_zone,integer corresponding,heart rate zone category,fat_burn"
activezoneminutes.minutesinheartratezones[array].type,"Name corresponding to Heart Rate Zone cateory for Active Zone category: {
        0: 'OUT_OF_ZONE',
        1: 'FAT_BURN',
        2: 'CARDIO',
        3: 'PEAK',
}",string,8793b6105c37a86582ee59709f9ba66442345539d2691be25887e88a0b92bc6d2a5285659803abd7803f81883cc31b6051314677ad1ef5dad42cf9216685e237,,,,,,,https://dev.fitbit.com/build/reference/web-api/activity/,,,,,,,,,,,,,,,,,,,,data_dictionary.xlsx [Fitbit Activity Records].csv,RADx-DHT,"out_of_zone,active zone category,fat_burn,heart rate zone cateory,corresponding"
activezoneminutes.minutesinheartratezones[array].zonename,"Name corresponding to Heart Rate Zone category for Active Zone category (can differ based on participant's system language): {
        0: 'OUT_OF_ZONE',
        1: 'FAT_BURN',
        2: 'CARDIO',
        3: 'PEAK',
}",string,dfa95570743af5e20aaa7989c50ab5ee8ca4423a377d5917d98f618cd37e1bdef81e6f35d5f7175ed0fbe0bbcd9640baba8a628f2ce2af915c8d1fa65733b4cb,,,,,,,https://dev.fitbit.com/build/reference/web-api/activity/,,,,,,,,,,,,,,,,,,,,data_dictionary.xlsx [Fitbit Activity Records].csv,RADx-DHT,"out_of_zone,active zone category,heart rate zone category,fat_burn,corresponding"
activezoneminutes.totalminutes,Total Minutes within Heart Rate Zone for Active Zone array,long,685509b6ff085e08ef0799605892bfcad43d43f885f710b9839b32619236318b6ae363ff64d987cfc49add7cbbc0930be2cd12b62197bbec3a0f558db2b3871c,,,,,,,https://dev.fitbit.com/build/reference/web-api/activity/,,,,,,,,,,,,,,,,,,,,data_dictionary.xlsx [Fitbit Activity Records].csv,RADx-DHT,"heart rate zone,total minute,active zone array"
activities_gym,,,a9374f6998d2fda75452fa444ed4d9df1c7f0593281249a17b6c7ab8dedf0ef4f035db1a901917d943cb5cd7df535be2a85cc36a26caca3c8f95b3e54966b685,,,Doing the activities in gym class (or playing sports),,"0, No trouble|1, A little trouble|2,Some trouble|3,A lot of trouble|4, Impossible|99, Prefer not to answer",,,,,,,tier2_ped,,,"Functional Disability Inventory: In the past two weeks, would you have had any physical trouble or difficulty doing these activities?",radio,,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"gym class,sport,activity"
activity_type,A static identifier for activity type,string,ba9c6ecf9c31181f76280c270ffa1c907e3fa440992afe7ef5b442b959c624a2157ea19238ea8beb98d7cf44bea400e91e36033345c71c06f5bf1b928b88ef4d,,,,,,,,,,,,,,,,,,,,,,,,,,,data_dictionary.xlsx [Apple Watch Intraday Steps].csv,RADx-DHT,"activity type,static identifier"
activity_type,"Original Source name (if applicable): `activityType`.

Garmin documenention:

Text description of the activity type.  See Appendix A for a complete list.",text,62170ebd446275c0693f47125ac8834af39078613d8c88cd301714ae62531621b9bdeedce2594293466c9cb292d588b8dc842d6e925da0d5ea497ee9af10746f,,,,,,,,,,,,,,,,,,,,,,,,,,,activity__garmin_activities_origcopy.csv,RADx-DHT,"text description,complete list,garmin documenention,activity type,original source"
activitylevel[array].minutes,Total Minutes within specified activity level array,long,7da6b95f6fd3d33283cb2213709e6628a67425ca7dd94f2d46859aacf73bd2901acea2f1fb20a6072b2e816a2dce43f95a60c53d7e688def8ea8bf9aa816dda8,,,,,,,https://dev.fitbit.com/build/reference/web-api/activity/,,,,,,,,,,,,,,,,,,,,data_dictionary.xlsx [Fitbit Activity Records].csv,RADx-DHT,"total minute,specify activity level array"
activitylevel[array].name,"Name of specified activity level in Activity Level Array. Possible values: {'sedentary', 'lightly', 'fairly', 'very'}",string,f170e2a770a617bcc18318727946a647154fd85c9db332cd3d07b22b6400919c6c4bccf6c61d4e0a571b7b3318fa59c394cb564668658786e768d184f783d950,,,,,,,https://dev.fitbit.com/build/reference/web-api/activity/,,,,,,,,,,,,,,,,,,,,data_dictionary.xlsx [Fitbit Activity Records].csv,RADx-DHT,"specify activity level,activity level array,possible value,sedentary"
