variable_name,description,datatype,Digest (variable_name|source_file|source_directory),survey_name,survey_version,label,required,value_constraints,Channel,seeAlso,question_id,units,unique,CDE,form_name,Concept,DHT Prompt,DHT Variable,DHT Response Options,Merged Variable 1: Prompt,Merged Variable 1: Respone Options,Merged Variable 1: Variable,Merged Variable 2: Prompt,Merged Variable 2: Respone Options,Merged Variable 2: Variable,Merged Variable 3: Prompt,Merged Variable 3: Respone Options,Merged Variable 3: Variable,Merged Variable 4: Prompt,Merged Variable 4: Respone Options,Merged Variable 4: Variable,RADx-TECH Prompt,RADx-TECH Variable,RADx-TECH Response Options,Comment,section_header,ui,field_note,pattern,min,max,branching_logic,Custom Alignment,Matrix Group Name,RADx-UP Prompt,RADx-UP Variable,RADx-UP Reponse Options,CDE Reference,RADx-rad Prompt,RADx-rad Variable,RADx-rad Response Options,Value Set,Dependent Fields,source_file,source_directory,categories,related_group,matches
nih_t2dm,,,dda0ed0ab347ec2d5c1bb79769b1d410b575ff99153b028240bd075bc130b1f5e71d8d7d00e1095cd84f77126a47ffddbda3dbfdf76d9dcdf444d90005b9e98c,,,Type 2 Diabetes,,"0,No;1,Yes;97, Other;98, Don’t know;99, Prefer not to answer;-9999,Reason Unknown;-9980,Not Sent to Data Hub;-9981,Data Transfer Agreement;-9982,No Participant Consent To Share;-9983,Not Available Or Mappable;-9984,Data Lost Or Inaccessible;-9985,Data Invalid;-9986,Anonymization Or Privacy Concerns;-9987,Other Unsent Reason Not Specified;-9960,Not Entered By Originator;-9961,Omitted This Value;-9962,Originator Chose to Omit;-9963,Question Not Applicable;-9964,Answer Not Known;-9965,Record Not Provided;-9966,All Originators Omitted Element;-9967,CDE Omitted With Exception;-9968,Other Unentered Reason Not Specified;-9940,Not Presented To Participant;-9941,Skip Logic;-9942,No Participant Consent to Ask;-9943,CDE Not Presented Due to Exception;-9944,Element Never Presented for Collection;-9945,Process Error;-9946,Other Unpresented Reason Not Specified",,,,,,,,Medical History,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RADx-UP-global-code-book.csv,RADx-UP,"diabete,type",group24,"df5205,0.83;f8be2b,0.83;351e30,0.76;123b3b,0.76;289d4b,0.76;25db39,0.76;9d0929,0.83;ab84f5,1.0;5d8a99,0.76;a074be,1.0;4a4773,1.0"
nih_diabetes,,,56e4c2e8c322796cb1dd7c69d6a81fe92e12e709920d0196ed42125bd1ed452e899e23a7c8c33b9b756373749b1881de4099e61b89fd22f550e584626e351e30,,,Diabetes,,"0,No;1,Yes;97, Other;98, Don’t know;99, Prefer not to answer;-9999,Reason Unknown;-9980,Not Sent to Data Hub;-9981,Data Transfer Agreement;-9982,No Participant Consent To Share;-9983,Not Available Or Mappable;-9984,Data Lost Or Inaccessible;-9985,Data Invalid;-9986,Anonymization Or Privacy Concerns;-9987,Other Unsent Reason Not Specified;-9960,Not Entered By Originator;-9961,Omitted This Value;-9962,Originator Chose to Omit;-9963,Question Not Applicable;-9964,Answer Not Known;-9965,Record Not Provided;-9966,All Originators Omitted Element;-9967,CDE Omitted With Exception;-9968,Other Unentered Reason Not Specified;-9940,Not Presented To Participant;-9941,Skip Logic;-9942,No Participant Consent to Ask;-9943,CDE Not Presented Due to Exception;-9944,Element Never Presented for Collection;-9945,Process Error;-9946,Other Unpresented Reason Not Specified",,,,,,,,Medical History,Diabetes,dht_diabetes,"0,No;1,Yes;98, Don’t know;99, Prefer not to answer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RADx-DHT-global-code-book.csv,RADx-DHT,diabete,group24,"df5205,0.73;0021c5,1.0;b9e98c,0.76;123b3b,1.0;289d4b,1.0;25db39,1.0;9d0929,0.73;ab84f5,0.76;f6b4e5,0.73;5d8a99,1.0;4a4773,0.76"
diabetes,,,3c31ebe56782fcd3d4ef750fb058c569ee138298b55000e0a53bdc094e8b165c992c277f40ad0d7e3b9d0924afbf5828cdf2a0521ca0264f4c23549d6f123b3b,,,Diabetes,,"1, Yes | 0, No",,,,,,,form_1,,,,,,,,,,,,,,,,,,,,,Medical History,radio,,,,,,,,,,,,,,,,,RADx-rad_MinimumCDE_REDCapDataDictionary_2021-04-08.csv,RADx-rad,diabete,group24,"f8be2b,0.73;0021c5,1.0;b9e98c,0.76;351e30,1.0;25db39,1.0;9d0929,0.73;f6b4e5,0.73;a074be,0.76;4a4773,0.76"
nih_diabetes,,,61b5c91bbf86064f877666378126d0cdb9426cd203d8330791cd8031ff741c03fd6d788f29eacfd80618a2e6cba6c6d8b4bc7c9aea631a0834f75e2d4e289d4b,,,Diabetes,,"0,No;1,Yes;97, Other;98, Don’t know;99, Prefer not to answer;-9999,Reason Unknown;-9980,Not Sent to Data Hub;-9981,Data Transfer Agreement;-9982,No Participant Consent To Share;-9983,Not Available Or Mappable;-9984,Data Lost Or Inaccessible;-9985,Data Invalid;-9986,Anonymization Or Privacy Concerns;-9987,Other Unsent Reason Not Specified;-9960,Not Entered By Originator;-9961,Omitted This Value;-9962,Originator Chose to Omit;-9963,Question Not Applicable;-9964,Answer Not Known;-9965,Record Not Provided;-9966,All Originators Omitted Element;-9967,CDE Omitted With Exception;-9968,Other Unentered Reason Not Specified;-9940,Not Presented To Participant;-9941,Skip Logic;-9942,No Participant Consent to Ask;-9943,CDE Not Presented Due to Exception;-9944,Element Never Presented for Collection;-9945,Process Error;-9946,Other Unpresented Reason Not Specified",,,,,,,,Medical History,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diabetes,diabetes,"1, Yes | 0, No",,,RADx-rad-global-code-book.csv,RADx-rad,diabete,group24,"f8be2b,0.73;0021c5,1.0;b9e98c,0.76;351e30,1.0;25db39,1.0;9d0929,0.73;f6b4e5,0.73;a074be,0.76;4a4773,0.76"
nih_diabetes,,,578cc625bc7da3a34d44975c39b019a55df9691ff215b1e2e36a13db27f6fa4d13e397f79978721f21bf509878fada235cdfe43e3406afbbcc0345f2d525db39,,,Diabetes,,"0,No;1,Yes;97, Other;98, Don’t know;99, Prefer not to answer;-9999,Reason Unknown;-9980,Not Sent to Data Hub;-9981,Data Transfer Agreement;-9982,No Participant Consent To Share;-9983,Not Available Or Mappable;-9984,Data Lost Or Inaccessible;-9985,Data Invalid;-9986,Anonymization Or Privacy Concerns;-9987,Other Unsent Reason Not Specified;-9960,Not Entered By Originator;-9961,Omitted This Value;-9962,Originator Chose to Omit;-9963,Question Not Applicable;-9964,Answer Not Known;-9965,Record Not Provided;-9966,All Originators Omitted Element;-9967,CDE Omitted With Exception;-9968,Other Unentered Reason Not Specified;-9940,Not Presented To Participant;-9941,Skip Logic;-9942,No Participant Consent to Ask;-9943,CDE Not Presented Due to Exception;-9944,Element Never Presented for Collection;-9945,Process Error;-9946,Other Unpresented Reason Not Specified",,,,,,,,Medical History,,,,,,,,,,,,,,,,Diabetes? Do not include pre-diabetes.,diabetes,"0,No|1,Yes|77,Dont Know|88,Refused/Na|99,Other",,,,,,,,,,,,,,,,,,,,RADx-TECH-global-code-book.csv,RAD-x-TECH,diabete,group24,"df5205,0.73;f8be2b,0.73;0021c5,1.0;b9e98c,0.76;351e30,1.0;123b3b,1.0;289d4b,1.0;ab84f5,0.76;f6b4e5,0.73;5d8a99,1.0;a074be,0.76"
nih_t1d,,,3333412e76069bdfc97d6d9fa70df4e9397abf3efc1af665034658b1a69ca92efd436bf7b31ff680b18f3ffa9fbdec7e02fa57b65b4ca67aadb948b4399d0929,,,Type 1 Diabetes,,"0,No;1,Yes;97, Other;98, Don’t know;99, Prefer not to answer;-9999,Reason Unknown;-9980,Not Sent to Data Hub;-9981,Data Transfer Agreement;-9982,No Participant Consent To Share;-9983,Not Available Or Mappable;-9984,Data Lost Or Inaccessible;-9985,Data Invalid;-9986,Anonymization Or Privacy Concerns;-9987,Other Unsent Reason Not Specified;-9960,Not Entered By Originator;-9961,Omitted This Value;-9962,Originator Chose to Omit;-9963,Question Not Applicable;-9964,Answer Not Known;-9965,Record Not Provided;-9966,All Originators Omitted Element;-9967,CDE Omitted With Exception;-9968,Other Unentered Reason Not Specified;-9940,Not Presented To Participant;-9941,Skip Logic;-9942,No Participant Consent to Ask;-9943,CDE Not Presented Due to Exception;-9944,Element Never Presented for Collection;-9945,Process Error;-9946,Other Unpresented Reason Not Specified",,,,,,,,Medical History,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RADx-TECH-global-code-book.csv,RAD-x-TECH,"diabete,type",group24,"df5205,1.0;f8be2b,1.0;0021c5,0.73;b9e98c,0.83;351e30,0.73;123b3b,0.73;289d4b,0.73;ab84f5,0.83;f6b4e5,1.0;5d8a99,0.73;a074be,0.83"
nih_t2dm,,,9834e307bca552496355b5814f6f794297d932d0f6b16742d940d1ef2819e41f202cd23fd629da95ddbc887d227b1a4fe59e78b6875e89495aa0b9fb91ab84f5,,,Type 2 Diabetes,,"0,No;1,Yes;97, Other;98, Don’t know;99, Prefer not to answer;-9999,Reason Unknown;-9980,Not Sent to Data Hub;-9981,Data Transfer Agreement;-9982,No Participant Consent To Share;-9983,Not Available Or Mappable;-9984,Data Lost Or Inaccessible;-9985,Data Invalid;-9986,Anonymization Or Privacy Concerns;-9987,Other Unsent Reason Not Specified;-9960,Not Entered By Originator;-9961,Omitted This Value;-9962,Originator Chose to Omit;-9963,Question Not Applicable;-9964,Answer Not Known;-9965,Record Not Provided;-9966,All Originators Omitted Element;-9967,CDE Omitted With Exception;-9968,Other Unentered Reason Not Specified;-9940,Not Presented To Participant;-9941,Skip Logic;-9942,No Participant Consent to Ask;-9943,CDE Not Presented Due to Exception;-9944,Element Never Presented for Collection;-9945,Process Error;-9946,Other Unpresented Reason Not Specified",,,,,,,,Medical History,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RADx-rad-global-code-book.csv,RADx-rad,"diabete,type",group24,"f8be2b,0.83;0021c5,0.76;b9e98c,1.0;351e30,0.76;25db39,0.76;9d0929,0.83;f6b4e5,0.83;a074be,1.0;4a4773,1.0"
nih_t1d,,,05743ab4d5cad920e4cb95b6adf84c8906e6f1ee2c1d9afa5b5aa8420c6bc85c1a1e176200ccaf5ae26a33979cec7c3e4da9325d41a66b25051d380869f6b4e5,,,Type 1 Diabetes,,"0,No;1,Yes;97, Other;98, Don’t know;99, Prefer not to answer;-9999,Reason Unknown;-9980,Not Sent to Data Hub;-9981,Data Transfer Agreement;-9982,No Participant Consent To Share;-9983,Not Available Or Mappable;-9984,Data Lost Or Inaccessible;-9985,Data Invalid;-9986,Anonymization Or Privacy Concerns;-9987,Other Unsent Reason Not Specified;-9960,Not Entered By Originator;-9961,Omitted This Value;-9962,Originator Chose to Omit;-9963,Question Not Applicable;-9964,Answer Not Known;-9965,Record Not Provided;-9966,All Originators Omitted Element;-9967,CDE Omitted With Exception;-9968,Other Unentered Reason Not Specified;-9940,Not Presented To Participant;-9941,Skip Logic;-9942,No Participant Consent to Ask;-9943,CDE Not Presented Due to Exception;-9944,Element Never Presented for Collection;-9945,Process Error;-9946,Other Unpresented Reason Not Specified",,,,,,,,Medical History,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RADx-UP-global-code-book.csv,RADx-UP,"diabete,type",group24,"df5205,1.0;f8be2b,1.0;351e30,0.73;123b3b,0.73;289d4b,0.73;25db39,0.73;9d0929,1.0;ab84f5,0.83;5d8a99,0.73;a074be,0.83;4a4773,0.83"
diabetes,,,a22f274c6ccacdfeaf43b58290986d92ce88a275943bc7504b2d1175d4738b7d8587a16728ae2e72ea89fe3804d298afeb26955d4dda4ef52f1305260a5d8a99,,,Diabetes,,"1, Yes | 0, No",,,,,,,,,,,,,,,,,,,,,,,,,,,,Medical History,radio,,,,,,,,,,,RADx-rad Minimum CDE,,,,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,diabete,group24,"f8be2b,0.73;0021c5,1.0;b9e98c,0.76;351e30,1.0;25db39,1.0;9d0929,0.73;f6b4e5,0.73;a074be,0.76;4a4773,0.76"
nih_t2dm,,,37bef56341ff7d46face041fa54b50a2522e9338bc6e75c515748a8d069a30031cb85fa2281e145ef97915770246f503712a7590408c329305a8fd6315a074be,,,Type 2 Diabetes,,"0,No;1,Yes;97, Other;98, Don’t know;99, Prefer not to answer;-9999,Reason Unknown;-9980,Not Sent to Data Hub;-9981,Data Transfer Agreement;-9982,No Participant Consent To Share;-9983,Not Available Or Mappable;-9984,Data Lost Or Inaccessible;-9985,Data Invalid;-9986,Anonymization Or Privacy Concerns;-9987,Other Unsent Reason Not Specified;-9960,Not Entered By Originator;-9961,Omitted This Value;-9962,Originator Chose to Omit;-9963,Question Not Applicable;-9964,Answer Not Known;-9965,Record Not Provided;-9966,All Originators Omitted Element;-9967,CDE Omitted With Exception;-9968,Other Unentered Reason Not Specified;-9940,Not Presented To Participant;-9941,Skip Logic;-9942,No Participant Consent to Ask;-9943,CDE Not Presented Due to Exception;-9944,Element Never Presented for Collection;-9945,Process Error;-9946,Other Unpresented Reason Not Specified",,,,,,,,Medical History,Type 2 Diabetes,dht_t2dm,"0,No;1,Yes;98, Don’t know;99, Prefer not to answer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RADx-DHT-global-code-book.csv,RADx-DHT,"diabete,type",group24,"df5205,0.83;0021c5,0.76;b9e98c,1.0;123b3b,0.76;289d4b,0.76;25db39,0.76;9d0929,0.83;ab84f5,1.0;f6b4e5,0.83;5d8a99,0.76;4a4773,1.0"
nih_t2dm,,,cb858456f79f3bf899ceb0881d7343f78c9fde4ad7fbecb338f318c26dbb500e0d09e9ab381fa3938667ff98722bca1aaf2d657654dc47f7e35cbfbd204a4773,,,Type 2 Diabetes,,"0,No;1,Yes;97, Other;98, Don’t know;99, Prefer not to answer;-9999,Reason Unknown;-9980,Not Sent to Data Hub;-9981,Data Transfer Agreement;-9982,No Participant Consent To Share;-9983,Not Available Or Mappable;-9984,Data Lost Or Inaccessible;-9985,Data Invalid;-9986,Anonymization Or Privacy Concerns;-9987,Other Unsent Reason Not Specified;-9960,Not Entered By Originator;-9961,Omitted This Value;-9962,Originator Chose to Omit;-9963,Question Not Applicable;-9964,Answer Not Known;-9965,Record Not Provided;-9966,All Originators Omitted Element;-9967,CDE Omitted With Exception;-9968,Other Unentered Reason Not Specified;-9940,Not Presented To Participant;-9941,Skip Logic;-9942,No Participant Consent to Ask;-9943,CDE Not Presented Due to Exception;-9944,Element Never Presented for Collection;-9945,Process Error;-9946,Other Unpresented Reason Not Specified",,,,,,,,Medical History,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RADx-TECH-global-code-book.csv,RAD-x-TECH,"diabete,type",group24,"df5205,0.83;f8be2b,0.83;0021c5,0.76;b9e98c,1.0;351e30,0.76;123b3b,0.76;289d4b,0.76;ab84f5,1.0;f6b4e5,0.83;5d8a99,0.76;a074be,1.0"
nih_chronic_kidney_disease,,,c96141b35ea9d62e3b9115d4d505c4a7add39260c32cf2b3411d8688576cd6c8eb91155a876d104d28f423716b288f8bcc3eb9dc3d6fcb9554457caef0b69171,,,Chronic kidney disease,,"0,No;1,Yes;97, Other;98, Don’t know;99, Prefer not to answer;-9999,Reason Unknown;-9980,Not Sent to Data Hub;-9981,Data Transfer Agreement;-9982,No Participant Consent To Share;-9983,Not Available Or Mappable;-9984,Data Lost Or Inaccessible;-9985,Data Invalid;-9986,Anonymization Or Privacy Concerns;-9987,Other Unsent Reason Not Specified;-9960,Not Entered By Originator;-9961,Omitted This Value;-9962,Originator Chose to Omit;-9963,Question Not Applicable;-9964,Answer Not Known;-9965,Record Not Provided;-9966,All Originators Omitted Element;-9967,CDE Omitted With Exception;-9968,Other Unentered Reason Not Specified;-9940,Not Presented To Participant;-9941,Skip Logic;-9942,No Participant Consent to Ask;-9943,CDE Not Presented Due to Exception;-9944,Element Never Presented for Collection;-9945,Process Error;-9946,Other Unpresented Reason Not Specified",,,,,,,,Medical History,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chronic kidney disease,chronic_kidney_disease,"1, Yes | 0, No",,,RADx-rad-global-code-book.csv,RADx-rad,chronic kidney disease,group25,"b074a6,1.0;a1b52d,1.0;d6cbf8,1.0"
nih_chronic_kidney_disease,,,2161eb8b8c2057d081b63aa65df17b543c4fd011c1d1c5e4ed7f2f95a60285adfa9d54149a9ef3d4f605b50e2bfbc43822e6d928f934a6f8040b3169b2b074a6,,,Chronic kidney disease,,"0,No;1,Yes;97, Other;98, Don’t know;99, Prefer not to answer;-9999,Reason Unknown;-9980,Not Sent to Data Hub;-9981,Data Transfer Agreement;-9982,No Participant Consent To Share;-9983,Not Available Or Mappable;-9984,Data Lost Or Inaccessible;-9985,Data Invalid;-9986,Anonymization Or Privacy Concerns;-9987,Other Unsent Reason Not Specified;-9960,Not Entered By Originator;-9961,Omitted This Value;-9962,Originator Chose to Omit;-9963,Question Not Applicable;-9964,Answer Not Known;-9965,Record Not Provided;-9966,All Originators Omitted Element;-9967,CDE Omitted With Exception;-9968,Other Unentered Reason Not Specified;-9940,Not Presented To Participant;-9941,Skip Logic;-9942,No Participant Consent to Ask;-9943,CDE Not Presented Due to Exception;-9944,Element Never Presented for Collection;-9945,Process Error;-9946,Other Unpresented Reason Not Specified",,,,,,,,Medical History,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chronic kidney disease (CKD),cc_chronickd,"1, Yes | 0, No",,,,,,,RADx-UP-global-code-book.csv,RADx-UP,chronic kidney disease,group25,"b69171,1.0;a1b52d,1.0;d6cbf8,1.0;e38807,1.0;838217,1.0"
nih_chronic_kidney_disease,,,2334d2c1cae853088c151848c72117456288cd9c42a3d969f78ccc224e16d9dde9886469d28e5cff94cd4626704a85394d91f5cde835dc272cc120fe94a1b52d,,,Chronic kidney disease,,"0,No;1,Yes;97, Other;98, Don’t know;99, Prefer not to answer;-9999,Reason Unknown;-9980,Not Sent to Data Hub;-9981,Data Transfer Agreement;-9982,No Participant Consent To Share;-9983,Not Available Or Mappable;-9984,Data Lost Or Inaccessible;-9985,Data Invalid;-9986,Anonymization Or Privacy Concerns;-9987,Other Unsent Reason Not Specified;-9960,Not Entered By Originator;-9961,Omitted This Value;-9962,Originator Chose to Omit;-9963,Question Not Applicable;-9964,Answer Not Known;-9965,Record Not Provided;-9966,All Originators Omitted Element;-9967,CDE Omitted With Exception;-9968,Other Unentered Reason Not Specified;-9940,Not Presented To Participant;-9941,Skip Logic;-9942,No Participant Consent to Ask;-9943,CDE Not Presented Due to Exception;-9944,Element Never Presented for Collection;-9945,Process Error;-9946,Other Unpresented Reason Not Specified",,,,,,,,Medical History,Chronic kidney disease,dht_chronic_kidney_disease,"0,No;1,Yes; 98, Don’t know;99, Prefer not to answer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RADx-DHT-global-code-book.csv,RADx-DHT,chronic kidney disease,group25,"b69171,1.0;b074a6,1.0;d6cbf8,1.0;e38807,1.0;838217,1.0"
nih_chronic_kidney_disease,,,c2b1c3175d6c23242e6902f1747d09c4423846afe0eb0342bb0d2b478d3df02c62511ae979fefa66a1fef4e71c5b15e1500c37daa438d9ee092164b75ed6cbf8,,,Chronic kidney disease,,"0,No;1,Yes;97, Other;98, Don’t know;99, Prefer not to answer;-9999,Reason Unknown;-9980,Not Sent to Data Hub;-9981,Data Transfer Agreement;-9982,No Participant Consent To Share;-9983,Not Available Or Mappable;-9984,Data Lost Or Inaccessible;-9985,Data Invalid;-9986,Anonymization Or Privacy Concerns;-9987,Other Unsent Reason Not Specified;-9960,Not Entered By Originator;-9961,Omitted This Value;-9962,Originator Chose to Omit;-9963,Question Not Applicable;-9964,Answer Not Known;-9965,Record Not Provided;-9966,All Originators Omitted Element;-9967,CDE Omitted With Exception;-9968,Other Unentered Reason Not Specified;-9940,Not Presented To Participant;-9941,Skip Logic;-9942,No Participant Consent to Ask;-9943,CDE Not Presented Due to Exception;-9944,Element Never Presented for Collection;-9945,Process Error;-9946,Other Unpresented Reason Not Specified",,,,,,,,Medical History,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RADx-TECH-global-code-book.csv,RAD-x-TECH,chronic kidney disease,group25,"b69171,1.0;b074a6,1.0;a1b52d,1.0;e38807,1.0;838217,1.0"
chronic_kidney_disease,,,18dce17042d096e8b9a201fec8ad801668f23130b78b15d542725d91885d7668baf92fa2946e1a6e9f4e91e5a414519d63870d93a5df42069030a20a2be38807,,,Chronic kidney disease,,"1, Yes | 0, No",,,,,,,,,,,,,,,,,,,,,,,,,,,,Medical History,radio,,,,,,,,,,,RADx-rad Minimum CDE,,,,,,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,chronic kidney disease,group25,"b074a6,1.0;a1b52d,1.0;d6cbf8,1.0"
chronic_kidney_disease,,,e6d28b5131a5233e7b8a703295687a3455346e6cce0066e9d266f082f6b4b1e6ca8f9429c67898956546941f68b3af54cb175cda47c0b00937b6597d69838217,,,Chronic kidney disease,,"1, Yes | 0, No",,,,,,,form_1,,,,,,,,,,,,,,,,,,,,,Medical History,radio,,,,,,,,,,,,,,,,,RADx-rad_MinimumCDE_REDCapDataDictionary_2021-04-08.csv,RADx-rad,chronic kidney disease,group25,"b074a6,1.0;a1b52d,1.0;d6cbf8,1.0"
nih_chronic_lung,,,27ec8d729e9b1e29d6914b5061e8fb1d72a97f41ca09c8c335e1c05f43d214ac33657fcc0fd31bb75ba25fc71c66661a8f96c82f113241c8503bbaee4d88db97,,,Other chronic lung disease,,"0,No;1,Yes;97, Other;98, Don’t know;99, Prefer not to answer;-9999,Reason Unknown;-9980,Not Sent to Data Hub;-9981,Data Transfer Agreement;-9982,No Participant Consent To Share;-9983,Not Available Or Mappable;-9984,Data Lost Or Inaccessible;-9985,Data Invalid;-9986,Anonymization Or Privacy Concerns;-9987,Other Unsent Reason Not Specified;-9960,Not Entered By Originator;-9961,Omitted This Value;-9962,Originator Chose to Omit;-9963,Question Not Applicable;-9964,Answer Not Known;-9965,Record Not Provided;-9966,All Originators Omitted Element;-9967,CDE Omitted With Exception;-9968,Other Unentered Reason Not Specified;-9940,Not Presented To Participant;-9941,Skip Logic;-9942,No Participant Consent to Ask;-9943,CDE Not Presented Due to Exception;-9944,Element Never Presented for Collection;-9945,Process Error;-9946,Other Unpresented Reason Not Specified",,,,,,,,Medical History,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RADx-TECH-global-code-book.csv,RAD-x-TECH,chronic lung disease,group26,"720e5e,0.85;350d30,1.0;cb958b,0.85;ae45a1,0.85;f67a41,1.0;1db0e8,1.0;879ad2,0.85;4ed09b,0.85"
nih_chronic_lung_disease,,,820551628176e6402b11f689220cb847bbd7fc2c4536292f02f6689150f09f79d1e23ce7a116d1a45beb1b8d68e9d034f173fe056370b3c1a0cbaa35a6720e5e,,,Chronic lung disease,,"0,No;1,Yes;97, Other;98, Don’t know;99, Prefer not to answer;-9999,Reason Unknown;-9980,Not Sent to Data Hub;-9981,Data Transfer Agreement;-9982,No Participant Consent To Share;-9983,Not Available Or Mappable;-9984,Data Lost Or Inaccessible;-9985,Data Invalid;-9986,Anonymization Or Privacy Concerns;-9987,Other Unsent Reason Not Specified;-9960,Not Entered By Originator;-9961,Omitted This Value;-9962,Originator Chose to Omit;-9963,Question Not Applicable;-9964,Answer Not Known;-9965,Record Not Provided;-9966,All Originators Omitted Element;-9967,CDE Omitted With Exception;-9968,Other Unentered Reason Not Specified;-9940,Not Presented To Participant;-9941,Skip Logic;-9942,No Participant Consent to Ask;-9943,CDE Not Presented Due to Exception;-9944,Element Never Presented for Collection;-9945,Process Error;-9946,Other Unpresented Reason Not Specified",,,,,,,,Medical History,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RADx-UP-global-code-book.csv,RADx-UP,chronic lung disease,group26,"88db97,0.85;350d30,0.85;cb958b,1.0;ae45a1,1.0;1db0e8,0.85;f5f88d,1.0;879ad2,1.0;4ed09b,1.0"
