variable_name,description,datatype,survey_name,survey_version,label,required,value_constraints,Channel,seeAlso,question_id,units,unique,CDE,form_name,section_header,ui,field_note,min,max,branching_logic,Custom Alignment,Matrix Group Name,CDE Reference,Value Set,Dependent Fields,source_file,source_directory,categories,related_group
30119-concentrating,Difficulty Concentrating,categorical,,,"Do you have serious difficulty concentrating, remembering, or making decisions (because of a physical, mental, or emotional condition)?",TRUE,"1, Yes; 2, No; 999, Prefer not to answer",,,,,,Disability Status,About You,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,"difficulty,remember,emotional condition,decision",group34
long_brainfog,,,,,"Trouble concentrating or difficulty thinking (""brain fog"")",,"1, Yes | 0, No | 98, Don't know | 99, Prefer not to answer",,,,,,,tier2_ped,Which of the following long COVID/PASC symptoms were experienced at any time point during current illness?,radio,,,,,,long_symp,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"difficulty,brain fog,trouble",group34
disability_walking_2,CDC Disability|https://www.cdc.gov/ncbddd/disabilityandhealth/datasets.html,,,,"Do you have serious difficulty walking or climbing stairs? 

(5 years of age or older)",,"1, Yes | 0, No| 99, Prefer not to answer",,,,,,,tier2_disability,How often have you used each of the following drugs?,radio,,,,,RH,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"stair,disabilityandhealth,difficulty,ncbddd,year,age",group35
walk_diff,,,,,(6-12+) Does this child have serious difficulty walking or climbing stairs? / (5+) Do you have serious difficulty walking or climbing stairs?,,"0, No| 1, Yes| 99, Prefer not to answer",,,,,,,tier2_ped,Disability Status,radio,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"child,stair,difficulty",group35
walking_climbing_dis,,,,,Do you have serious difficulty walking or climbing stairs?,,"1, Yes | 0, No",,,,,,,form_1,Disability Status,radio,,,,,,,,,,RADx-rad_MinimumCDE_REDCapDataDictionary_2021-04-08.csv,RADx-rad,"stair,difficulty",group35
30120-walking,Difficulty Walking,categorical,,,Do you have serious difficulty walking or climbing stairs?,TRUE,"1, Yes; 2, No; 999, Prefer not to answer",,,,,,Disability Status,About You,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,"stair,difficulty",group35
dress_diff,,,,,(6-12+) Does this child have difficulty dressing or bathing? / (5+) Do you have difficulty dressing or bathing? ,,"0, No| 1, Yes| 99, Prefer not to answer",,,,,,,tier2_ped,Disability Status,radio,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"child,difficulty",group36
30121-dressing,Difficulty Dressing,categorical,,,Do you have difficulty dressing or bathing?,TRUE,"1, Yes; 2, No; 999, Prefer not to answer",,,,,,Disability Status,About You,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,difficulty,group36
disability_dress_2,CDC Disability|https://www.cdc.gov/ncbddd/disabilityandhealth/datasets.html,,,,"Do you have difficulty dressing or bathing?

(5 years of age or older)",,"1, Yes | 0, No| 99, Prefer not to answer",,,,,,,tier2_disability,How often have you used each of the following drugs?,radio,,,,,RH,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"difficulty,disabilityandhealth,ncbddd,year,age",group36
dress_bathe_dis,,,,,Do you have difficulty dressing or bathing?,,"1, Yes | 0, No",,,,,,,form_1,Disability Status,radio,,,,,,,,,,RADx-rad_MinimumCDE_REDCapDataDictionary_2021-04-08.csv,RADx-rad,difficulty,group36
acute_breath,,,,,Shortness of breath or difficulty breathing,,"1, Yes | 0, No | 98, Don't know | 99, Prefer not to answer",,,,,,,tier2_ped,"Symptoms/Physical Findings

Which of the following acute COVID/MIS-C symptoms were experienced at any time point during current illness? ",radio,,,,,,acute_symp,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"difficulty,shortness,breath",group37
covid_diffbreath_2,|https://www.cdc.gov/screening/index.html|CDC COVID-19 Screening,,,,Shortness of breath or difficulty breathing,,"1, Yes | 0, No | 98, Don't know| 99, Prefer not to answer",,,,,,,symptoms,Current Symptoms,radio,,,,,,covid_symptomlist,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"difficulty,breath",group37
shortness_of_breath_or_dif,,,,,Shortness of breath or difficulty breathing,,"1, Yes | 0, No",,,,,,,form_1,Symptoms ,radio,,,,,,,,,,RADx-rad_MinimumCDE_REDCapDataDictionary_2021-04-08.csv,RADx-rad,"difficulty,shortness,breath",group37
short_breath,"Are you currently experiencing any of the following symptoms in the past 24 hours? -Shortness of breath, difficulty breathing or chest discomfort",radio,,,"Shortness of breath, difficulty breathing or chest discomfort",,"1, Yes | 2, No | 3, Don't know",,,,,,,,,,,,,,,,,,,Demographics_and_Clinical.csv,RADx-DHT,"breath,symptom,chest discomfort,hour,difficulty breathe",group37
acute_breath_pe,,,,,Shortness of breath or difficulty breathing,,"1, Yes | 0, No| 99, Prefer not to answer",,,,,,,tier2_ped,Which of the following acute symptoms were confirmed by physical exam?,radio,,,,[acute_breath] ='1' OR  [acute_breath] ='0',,acute_pe,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"difficulty,shortness,breath",group37
disability,disability that interferes with daily activity,radio,,,"Do you have a disability that interferes with your ability to carry out daily activities? Examples of daily activities include walking, climbing stairs, shopping, balancing a checkbook, bathing or dressing.",,"1, Yes | 2, No | 3, prefer not to answer",,,,,,,,,,,,,,,,,,,Demographics_and_Clinical.csv,RADx-DHT,"stair,ability,shop,daily activity,disability",group38
do_you_have_a_disability_that_interferes_with_your_ability_to_carry_out_daily_activities,"Do you have a disability that interferes with your ability to carry out daily activities? Examples of daily activities include walking, climbing stairs, shopping, balancing a checkbook, bathing, or dressing.",text,,,,,"[""i_prefer_not_to_answer"",""yes"",""no""]",,,,,,,,,,,,,,,,,,,survey__baseline_survey_origcopy.csv,RADx-DHT,"stair,ability,shop,daily activity,disability",group38
self_reported_disability,,,,,"Do you have a disability that interferes with your ability to carry out daily activities? Examples of daily activities include walking, climbing stairs, shopping, balancing a checkbook,  bathing or dressing.",,"1, Yes | 0, No | 98, Prefer not to answer",,,,,,,health_status,Self-reported Health,radio,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"stair,ability,shop,daily activity,disability",group38
acute_cough_pe,,,,,Cough,,"1, Yes | 0, No| 99, Prefer not to answer",,,,,,,tier2_ped,Which of the following acute symptoms were confirmed by physical exam?,radio,,,,[acute_cough] ='1' OR  [acute_cough] ='0',,acute_pe,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,cough,group39
cough,,,,,Cough,,"1, Yes | 0, No",,,,,,,form_1,Symptoms ,radio,,,,,,,,,,RADx-rad_MinimumCDE_REDCapDataDictionary_2021-04-08.csv,RADx-rad,cough,group39
acute_cough,,,,,Cough,,"1, Yes | 0, No | 98, Don't know | 99, Prefer not to answer",,,,,,,tier2_ped,"Symptoms/Physical Findings

Which of the following acute COVID/MIS-C symptoms were experienced at any time point during current illness? ",radio,,,,,,acute_symp,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,cough,group39
nausea_vomiting,,,,,Nausea/vomiting,,"1, Yes | 0, No",,,,,,,form_1,Symptoms ,radio,,,,,,,,,,RADx-rad_MinimumCDE_REDCapDataDictionary_2021-04-08.csv,RADx-rad,"vomit,nausea",group40
acute_nausea_pe,,,,,Nausea/vomiting,,"1, Yes | 0, No| 99, Prefer not to answer",,,,,,,tier2_ped,Which of the following acute symptoms were confirmed by physical exam?,radio,,,,[acute_nausea] ='1' OR  [acute_nausea] ='0',,acute_pe,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"vomit,nausea",group40
acute_nausea,,,,,Nausea/vomiting,,"1, Yes | 0, No | 98, Don't know | 99, Prefer not to answer",,,,,,,tier2_ped,"Symptoms/Physical Findings

Which of the following acute COVID/MIS-C symptoms were experienced at any time point during current illness? ",radio,,,,,,acute_symp,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"vomit,nausea",group40
acute_fever_pe,,,,,Fever,,"1, Yes | 0, No| 99, Prefer not to answer",,,,,,,tier2_ped,Which of the following acute symptoms were confirmed by physical exam?,radio,,,,[acute_fever] ='1' OR  [acute_fever] ='0',,acute_pe,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,fever,group41
fever,,,,,Fever,,"1, Yes | 0, No",,,,,,,form_1,Symptoms ,radio,,,,,,,,,,RADx-rad_MinimumCDE_REDCapDataDictionary_2021-04-08.csv,RADx-rad,fever,group41
acute_fever,,,,,Fever,,"1, Yes | 0, No | 98, Don't know | 99, Prefer not to answer",,,,,,,tier2_ped,"Symptoms/Physical Findings

Which of the following acute COVID/MIS-C symptoms were experienced at any time point during current illness? ",radio,,,,,,acute_symp,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,fever,group41
symptoms_ongoing,,,,,Are the symptoms ongoing (including intermittent symptoms)?,,"1, Yes | 0, No  | 97, N/A (no symptoms) | 98, Don't know| 99, Prefer not to answer",,,,,,,tier2_ped,Which infant symptoms were confirmed by physical exam?,radio,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"intermittent symptom,symptom",group42
covid_rec_prob,lingering symptoms,radio,,,Do you still have some problems or symptoms related to your COVID-19 infection?,,"1, Yes | 2, No",,,,,,,,,,,,,,,,,,,Demographics_and_Clinical.csv,RADx-DHT,"problem,symptom",group42
acute_headache,,,,,Headache,,"1, Yes | 0, No | 98, Don't know | 99, Prefer not to answer",,,,,,,tier2_ped,"Symptoms/Physical Findings

Which of the following acute COVID/MIS-C symptoms were experienced at any time point during current illness? ",radio,,,,,,acute_symp,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,headache,group43
headache,,,,,Headache,,"1, Yes | 0, No",,,,,,,form_1,Symptoms ,radio,,,,,,,,,,RADx-rad_MinimumCDE_REDCapDataDictionary_2021-04-08.csv,RADx-rad,headache,group43
acute_headache_pe,,,,,Headache,,"1, Yes | 0, No| 99, Prefer not to answer",,,,,,,tier2_ped,Which of the following acute symptoms were confirmed by physical exam?,radio,,,,[acute_headache] ='1' OR  [acute_headache] ='0',,acute_pe,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,headache,group43
acute_tastesmell,,,,,New loss of taste or smell,,"1, Yes | 0, No | 98, Don't know | 99, Prefer not to answer",,,,,,,tier2_ped,"Symptoms/Physical Findings

Which of the following acute COVID/MIS-C symptoms were experienced at any time point during current illness? ",radio,,,,,,acute_symp,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"new loss,smell,taste",group44
loss_taste,Are you currently experiencing any of the following symptoms in the past 24 hours? - New loss of taste or smell,radio,,,New loss of taste or smell,,"1, Yes | 2, No | 3, Don't know",,,,,,,,,,,,,,,,,,,Demographics_and_Clinical.csv,RADx-DHT,"symptom,smell,taste,new loss,hour",group44
covid_olfactory_2,|https://www.cdc.gov/screening/index.html|CDC COVID-19 Screening,,,,New loss of taste or smell,,"1, Yes | 0, No | 98, Don't know| 99, Prefer not to answer",,,,,,,symptoms,Current Symptoms,radio,,,,,,covid_symptomlist,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"new loss,smell,taste",group44
new_loss_of_taste_or_smell,,,,,New loss of taste or smell,,"1, Yes | 0, No",,,,,,,form_1,Symptoms ,radio,,,,,,,,,,RADx-rad_MinimumCDE_REDCapDataDictionary_2021-04-08.csv,RADx-rad,"new loss,smell,taste",group44
acute_tastesmell_pe,,,,,New loss of taste or smell,,"1, Yes | 0, No| 99, Prefer not to answer",,,,,,,tier2_ped,Which of the following acute symptoms were confirmed by physical exam?,radio,,,,[acute_tastesmell] ='1' OR  [acute_tastesmell] ='0',,acute_pe,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"new loss,smell,taste",group44
acute_aches_pe,,,,,Muscle or body aches,,"1, Yes | 0, No| 99, Prefer not to answer",,,,,,,tier2_ped,Which of the following acute symptoms were confirmed by physical exam?,radio,,,,[acute_aches] ='1' OR  [acute_aches] ='0',,acute_pe,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"muscle,body",group45
muscleache,Are you currently experiencing any of the following symptoms in the past 24 hours?-Muscle or body aches,radio,,,Muscle or body aches,,"1, Yes | 2, No | 3, Don't know",,,,,,,,,,,,,,,,,,,Demographics_and_Clinical.csv,RADx-DHT,"muscle,symptom,body",group45
covid_myalgia_2,|https://www.cdc.gov/screening/index.html|CDC COVID-19 Screening,,,,Muscle or body aches,,"1, Yes | 0, No | 98, Don't know| 99, Prefer not to answer",,,,,,,symptoms,Current Symptoms,radio,,,,,,covid_symptomlist,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,body,group45
acute_aches,,,,,Muscle or body aches,,"1, Yes | 0, No | 98, Don't know | 99, Prefer not to answer",,,,,,,tier2_ped,"Symptoms/Physical Findings

Which of the following acute COVID/MIS-C symptoms were experienced at any time point during current illness? ",radio,,,,,,acute_symp,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"muscle,body",group45
32606-symptoms_ill_19,(If applicable) The participant indicates this was a first symptom related to: Pinkeye or Conjunctivitis,categorical,,,Did you experience this symptom first? Pinkeye or Conjunctivitis,FALSE,"0, Not Selected or Not Provided; 1, Selected or Yes",,,,,,,Symptom Screening,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,"participant,conjunctivitis,pinkeye,symptom",group46
conjunctivitis,,,,,Conjunctivitis,,"1, Yes | 0, No",,,,,,,form_1,Symptoms ,radio,,,,,,,,,,RADx-rad_MinimumCDE_REDCapDataDictionary_2021-04-08.csv,RADx-rad,conjunctivitis,group46
acute_con_pe,,,,,Conjunctivitis,,"1, Yes | 0, No| 99, Prefer not to answer",,,,,,,tier2_ped,Which of the following acute symptoms were confirmed by physical exam?,radio,,,,[acute_con] ='1' OR  [acute_con] ='0',,acute_pe,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,conjunctivitis,group46
acute_con,,,,,Conjunctivitis,,"1, Yes | 0, No | 98, Don't know | 99, Prefer not to answer",,,,,,,tier2_ped,"Symptoms/Physical Findings

Which of the following acute COVID/MIS-C symptoms were experienced at any time point during current illness? ",radio,,,,,,acute_symp,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,conjunctivitis,group46
30153-symptoms-4,"In the last 14 days, the participant experienced the following symptoms, selected; Pinkeye or Conjunctivitis",categorical,,,"In the last 14 days, did you experience any of the following symptoms? Pinkeye or Conjunctivitis",TRUE,"0, Not Selected or Not Provided; 1, Selected or Yes",,,,,,Symptoms,Symptom Screening,,,,,,,,,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,"symptom,conjunctivitis,pinkeye,participant,day",group46
acute_nasal_pe,,,,,Nasal congestion or runny nose,,"1, Yes | 0, No| 99, Prefer not to answer",,,,,,,tier2_ped,Which of the following acute symptoms were confirmed by physical exam?,radio,,,,[acute_nasal] ='1' OR  [acute_nasal] ='0',,acute_pe,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,"runny nose,nasal congestion",group47
sorethroat,"Are you currently experiencing any of the following symptoms in the past 24 hours? - Congestion, sore throat, runny nose",radio,,,"Congestion, sore throat, runny nose",,"1, Yes | 2, No | 3, Don't know",,,,,,,,,,,,,,,,,,,Demographics_and_Clinical.csv,RADx-DHT,"runny nose,congestion,symptom,sore throat,hour",group47
we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days2__nasal_congestion_having_a_stuffy_nose_or_a_runny_nose,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Nasal congestion (having a stuffy nose) or a runny nose",text,,,,,"[""3_days_ago"",""today"",""2_days_ago"",""5_days_ago"",""6_days_ago"",""yesterday"",""4_days_ago""]",,,,,,,,,,,,,,,,,,,survey__baseline_survey_origcopy.csv,RADx-DHT,"runny nose,stuffy nose,symptom,day,nasal congestion",group47
we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__nasal_congestion_having_a_stuffy_nose_or_a_runny_nose__3_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Nasal congestion (having a stuffy nose) or a runny nose | 3 days ago",text,,,,,"[""""3_days_ago""""]",,,,,,,,,,,,,,,,,,,survey__weekly_survey_origcopy.csv,RADx-DHT,"stuffy nose,nasal congestion,symptom,day",group47
we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__nasal_congestion_having_a_stuffy_nose_or_a_runny_nose__5_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Nasal congestion (having a stuffy nose) or a runny nose | 5 days ago",text,,,,,"[""""5_days_ago""""]",,,,,,,,,,,,,,,,,,,survey__weekly_survey_origcopy.csv,RADx-DHT,"stuffy nose,nasal congestion,symptom,day",group47
